{   Distance	     Value	 Material }
{  1.76863e-01	 1.75782e+05	 GaN }
{  1.83635e-01	 1.76273e+05	 GaN }
{  1.90634e-01	 1.37263e+05	 GaN }
{  1.97868e-01	 1.36001e+05	 GaN }
{  2.05345e-01	 1.20432e+05	 GaN }
{  2.13073e-01	 1.00118e+05	 GaN }
{  2.21060e-01	 9.82956e+04	 GaN }
{  2.29315e-01	 9.10161e+04	 GaN }
{  2.37847e-01	 8.32733e+04	 GaN }
{  2.46666e-01	 8.19027e+04	 GaN }
{  2.55780e-01	 7.93574e+04	 GaN }
{  2.65201e-01	 7.78019e+04	 GaN }
{  2.74937e-01	 7.70561e+04	 GaN }
{  2.85000e-01	 7.69870e+04	 GaN }
{  2.95000e-01	 7.74337e+04	 GaN }
{  3.05000e-01	 7.84111e+04	 GaN }
{  3.15000e-01	 7.98339e+04	 GaN }
{  3.25000e-01	 8.16618e+04	 GaN }
{  3.35000e-01	 8.38794e+04	 GaN }
{  3.45000e-01	 8.64887e+04	 GaN }
{  3.55000e-01	 8.95061e+04	 GaN }
{  3.65000e-01	 9.29614e+04	 GaN }
{  3.75000e-01	 9.68972e+04	 GaN }
{  3.85000e-01	 1.01369e+05	 GaN }
{  3.95000e-01	 1.06447e+05	 GaN }
{  4.05000e-01	 1.12211e+05	 GaN }
{  4.15000e-01	 1.18757e+05	 GaN }
{  4.25000e-01	 1.26183e+05	 GaN }
{  4.35000e-01	 1.34579e+05	 GaN }
{  4.45000e-01	 1.44008e+05	 GaN }
{  4.55000e-01	 1.54461e+05	 GaN }
{  4.65000e-01	 1.65810e+05	 GaN }
{  4.75000e-01	 1.77750e+05	 GaN }
{  4.85000e-01	 1.89765e+05	 GaN }
{  4.94761e-01	 2.09350e+05	 GaN }
{  5.04955e-01	 2.11399e+05	 GaN }
{  5.15600e-01	 2.20473e+05	 GaN }
{  5.26716e-01	 2.27914e+05	 GaN }
{  5.38324e-01	 2.33648e+05	 GaN }
{  5.50446e-01	 2.37837e+05	 GaN }
{  5.63105e-01	 2.40786e+05	 GaN }
{  5.76325e-01	 2.42849e+05	 GaN }
{  5.90129e-01	 2.44368e+05	 GaN }
{  6.04545e-01	 2.45414e+05	 GaN }
{  6.19599e-01	 2.46888e+05	 GaN }
{  6.35320e-01	 2.48627e+05	 GaN }
{  6.51736e-01	 2.49976e+05	 GaN }
